"code_uhbr","finest_name","date","method","community","abundance"
"AF_C_B2_R5","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",176
"AF_C_B3_R1","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",138
"AF_C_B3_R2","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",169
"AF_C_B3_R3","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",226
"AF_C_B3_R4","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",174
"AF_T_B2_R5","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",135
"AF_T_B3_R1","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",219
"AF_T_B3_R2","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",135
"AF_T_B3_R3","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",309
"AF_T_B3_R4","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",141
"AF_T_B3_R5","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",103
"MC_C_B2_R1","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",145
"MC_C_B2_R2","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",113
"MC_C_B2_R3","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",130
"MC_C_B2_R4","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",84
"MC_C_B2_R5","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",90
"TP_T_B3_R2","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",64
"TP_T_B3_R3","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",103
"TP_T_B3_R4","Acidobacteriales::Cluster_144","17/04/2023","metabarcoding","bacteria",105
"AF_C_B3_R1","Acidobacteriales::Cluster_145","17/04/2023","metabarcoding","bacteria",141
"AF_C_B3_R2","Acidobacteriales::Cluster_145","17/04/2023","metabarcoding","bacteria",111
"AF_C_B3_R3","Acidobacteriales::Cluster_145","17/04/2023","metabarcoding","bacteria",86
"AF_C_B3_R4","Acidobacteriales::Cluster_145","17/04/2023","metabarcoding","bacteria",125
"AF_C_B3_R5","Acidobacteriales::Cluster_145","17/04/2023","metabarcoding","bacteria",692
"AF_T_B3_R3","Acidobacteriales::Cluster_145","17/04/2023","metabarcoding","bacteria",72
"AF_T_B3_R5","Acidobacteriales::Cluster_145","17/04/2023","metabarcoding","bacteria",249
"TP_T_B3_R2","Acidobacteriales::Cluster_145","17/04/2023","metabarcoding","bacteria",52
"AF_T_B2_R2","Acidobacteriales::Cluster_1681","17/04/2023","metabarcoding","bacteria",100
"AF_C_B2_R3","Acidobacteriales::Cluster_185","17/04/2023","metabarcoding","bacteria",75
"AF_C_B2_R4","Acidobacteriales::Cluster_185","17/04/2023","metabarcoding","bacteria",162
"AF_C_B2_R5","Acidobacteriales::Cluster_185","17/04/2023","metabarcoding","bacteria",126
"AF_T_B2_R5","Acidobacteriales::Cluster_185","17/04/2023","metabarcoding","bacteria",119
"AF_T_B3_R1","Acidobacteriales::Cluster_185","17/04/2023","metabarcoding","bacteria",68
"AF_T_B3_R3","Acidobacteriales::Cluster_185","17/04/2023","metabarcoding","bacteria",113
"MC_C_B2_R1","Acidobacteriales::Cluster_185","17/04/2023","metabarcoding","bacteria",64
"MC_C_B2_R2","Acidobacteriales::Cluster_185","17/04/2023","metabarcoding","bacteria",74
"AF_C_B2_R2","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",138
"AF_C_B2_R3","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",79
"AF_C_B2_R5","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",105
"AF_T_B3_R1","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",94
"AF_T_B3_R3","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",106
"AF_T_B3_R4","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",106
"MC_C_B2_R1","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",90
"MC_C_B2_R2","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",74
"MC_C_B2_R3","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",64
"MC_C_B2_R5","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",92
"TP_T_B3_R3","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",66
"TP_T_B3_R4","Acidobacteriales::Cluster_190","17/04/2023","metabarcoding","bacteria",61
"AF_T_B1_R3","Acidobacteriales::Cluster_228","17/04/2023","metabarcoding","bacteria",84
"AF_T_B1_R4","Acidobacteriales::Cluster_228","17/04/2023","metabarcoding","bacteria",117
"AF_T_B2_R5","Acidobacteriales::Cluster_228","17/04/2023","metabarcoding","bacteria",125
"AF_T_B3_R1","Acidobacteriales::Cluster_228","17/04/2023","metabarcoding","bacteria",123
"AF_T_B3_R3","Acidobacteriales::Cluster_228","17/04/2023","metabarcoding","bacteria",73
"MC_C_B2_R2","Acidobacteriales::Cluster_228","17/04/2023","metabarcoding","bacteria",73
"MC_C_B2_R3","Acidobacteriales::Cluster_228","17/04/2023","metabarcoding","bacteria",66
"MC_C_B2_R5","Acidobacteriales::Cluster_228","17/04/2023","metabarcoding","bacteria",65
"TP_T_B3_R2","Acidobacteriales::Cluster_228","17/04/2023","metabarcoding","bacteria",69
"AF_C_B2_R2","Acidobacteriales::Cluster_314","17/04/2023","metabarcoding","bacteria",71
"AF_T_B2_R5","Acidobacteriales::Cluster_314","17/04/2023","metabarcoding","bacteria",82
"MC_C_B2_R1","Acidobacteriales::Cluster_314","17/04/2023","metabarcoding","bacteria",152
"MC_C_B2_R2","Acidobacteriales::Cluster_314","17/04/2023","metabarcoding","bacteria",175
"MC_C_B2_R3","Acidobacteriales::Cluster_314","17/04/2023","metabarcoding","bacteria",140
"MC_C_B2_R4","Acidobacteriales::Cluster_314","17/04/2023","metabarcoding","bacteria",76
"MC_C_B2_R5","Acidobacteriales::Cluster_314","17/04/2023","metabarcoding","bacteria",96
"AF_C_B3_R5","Acidobacteriales::Cluster_3308","17/04/2023","metabarcoding","bacteria",73
"MC_C_B2_R2","Acidobacteriales::Cluster_412","17/04/2023","metabarcoding","bacteria",103
"MC_C_B2_R3","Acidobacteriales::Cluster_412","17/04/2023","metabarcoding","bacteria",85
"MC_C_B2_R4","Acidobacteriales::Cluster_412","17/04/2023","metabarcoding","bacteria",79
"MC_C_B2_R5","Acidobacteriales::Cluster_412","17/04/2023","metabarcoding","bacteria",83
"TP_T_B3_R1","Acidobacteriales::Cluster_412","17/04/2023","metabarcoding","bacteria",70
"AF_C_B2_R3","Acidobacteriales::Cluster_437","17/04/2023","metabarcoding","bacteria",83
"AF_C_B2_R5","Acidobacteriales::Cluster_437","17/04/2023","metabarcoding","bacteria",111
"AF_T_B3_R5","Acidobacteriales::Cluster_4540","17/04/2023","metabarcoding","bacteria",65
"AF_C_B3_R5","Acidobacteriales::Cluster_481","17/04/2023","metabarcoding","bacteria",81
"AF_T_B2_R2","Acidobacteriales::Cluster_481","17/04/2023","metabarcoding","bacteria",169
"MC_C_B2_R1","Acidobacteriales::Cluster_481","17/04/2023","metabarcoding","bacteria",51
"AF_C_B3_R1","Acidobacteriales::Cluster_516","17/04/2023","metabarcoding","bacteria",114
"AF_C_B3_R4","Acidobacteriales::Cluster_516","17/04/2023","metabarcoding","bacteria",112
"AF_C_B3_R5","Acidobacteriales::Cluster_516","17/04/2023","metabarcoding","bacteria",82
"AF_T_B3_R5","Acidobacteriales::Cluster_516","17/04/2023","metabarcoding","bacteria",52
"MC_C_B2_R1","Acidobacteriales::Cluster_516","17/04/2023","metabarcoding","bacteria",51
"MC_C_B2_R3","Acidobacteriales::Cluster_516","17/04/2023","metabarcoding","bacteria",85
"MC_C_B2_R4","Acidobacteriales::Cluster_516","17/04/2023","metabarcoding","bacteria",64
"TP_T_B3_R2","Acidobacteriales::Cluster_666","17/04/2023","metabarcoding","bacteria",72
"TP_T_B3_R3","Acidobacteriales::Cluster_666","17/04/2023","metabarcoding","bacteria",62
"TP_T_B3_R5","Acidobacteriales::Cluster_666","17/04/2023","metabarcoding","bacteria",311
"AF_T_B1_R3","Acidobacteriales::Cluster_677","17/04/2023","metabarcoding","bacteria",127
"AF_T_B1_R4","Acidobacteriales::Cluster_677","17/04/2023","metabarcoding","bacteria",138
"AF_T_B1_R5","Acidobacteriales::Cluster_677","17/04/2023","metabarcoding","bacteria",60
"AF_C_B3_R5","Acidobacteriales::Cluster_761","17/04/2023","metabarcoding","bacteria",128
"AF_T_B3_R5","Acidobacteriales::Cluster_761","17/04/2023","metabarcoding","bacteria",232
"AF_C_B3_R5","Acidobacteriales::Cluster_849","17/04/2023","metabarcoding","bacteria",367
"AF_T_B3_R3","Acidobacteriales::Cluster_908","17/04/2023","metabarcoding","bacteria",116
"AF_C_B3_R5","Acidothermus::Cluster_4101","17/04/2023","metabarcoding","bacteria",97
"AF_C_B3_R5","Acidothermus::Cluster_5051","17/04/2023","metabarcoding","bacteria",67
"AF_C_B3_R2","Acidothermus::Cluster_683","17/04/2023","metabarcoding","bacteria",69
"AF_C_B3_R5","Acidothermus::Cluster_683","17/04/2023","metabarcoding","bacteria",244
"AF_T_B3_R5","Acidothermus::Cluster_683","17/04/2023","metabarcoding","bacteria",106
"TP_T_B2_R3","Actinobacteria::Cluster_829","17/04/2023","metabarcoding","bacteria",65
"TP_T_B2_R5","Actinobacteria::Cluster_829","17/04/2023","metabarcoding","bacteria",113
"AF_T_B1_R3","Actinocorallia::Cluster_457","17/04/2023","metabarcoding","bacteria",95
"AF_T_B1_R5","Actinocorallia::Cluster_457","17/04/2023","metabarcoding","bacteria",59
"TP_T_B3_R1","Actinocorallia::Cluster_457","17/04/2023","metabarcoding","bacteria",132
"TP_T_B3_R2","Actinocorallia::Cluster_457","17/04/2023","metabarcoding","bacteria",125
"TP_T_B3_R3","Actinocorallia::Cluster_457","17/04/2023","metabarcoding","bacteria",62
"TP_T_B3_R4","Actinocorallia::Cluster_457","17/04/2023","metabarcoding","bacteria",66
"TP_T_B1_R2","Actinomarinales::Cluster_1843","17/04/2023","metabarcoding","bacteria",87
"TP_T_B1_R4","Actinomarinales::Cluster_1843","17/04/2023","metabarcoding","bacteria",88
"TP_T_B1_R4","Actinomarinales::Cluster_3279","17/04/2023","metabarcoding","bacteria",58
"TP_T_B1_R4","Actinomarinales::Cluster_3913","17/04/2023","metabarcoding","bacteria",84
"AF_T_B1_R2","Actinomycetospora::Cluster_359","17/04/2023","metabarcoding","bacteria",70
"AF_T_B2_R3","Actinomycetospora::Cluster_359","17/04/2023","metabarcoding","bacteria",79
"AF_T_B2_R5","Actinomycetospora::Cluster_359","17/04/2023","metabarcoding","bacteria",79
"TP_T_B1_R1","Actinomycetospora::Cluster_359","17/04/2023","metabarcoding","bacteria",67
"TP_T_B2_R2","Actinomycetospora::Cluster_359","17/04/2023","metabarcoding","bacteria",101
"TP_T_B2_R3","Actinomycetospora::Cluster_359","17/04/2023","metabarcoding","bacteria",69
"TP_T_B2_R5","Actinomycetospora::Cluster_359","17/04/2023","metabarcoding","bacteria",52
"TP_T_B3_R2","Actinomycetospora::Cluster_359","17/04/2023","metabarcoding","bacteria",51
"TP_T_B3_R5","Actinomycetospora::Cluster_359","17/04/2023","metabarcoding","bacteria",72
"AF_C_B1_R3","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",131
"AF_C_B1_R5","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",70
"AF_C_B2_R1","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",81
"AF_C_B2_R2","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",413
"AF_C_B2_R3","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",121
"AF_C_B2_R5","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",86
"AF_C_B3_R1","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",143
"AF_C_B3_R3","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",166
"AF_C_B3_R4","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",192
"AF_T_B2_R2","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",79
"AF_T_B3_R2","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",74
"AF_T_B3_R3","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",153
"MC_C_B2_R4","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",66
"MC_C_B2_R5","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",126
"TP_T_B2_R3","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",78
"TP_T_B2_R5","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",62
"TP_T_B3_R1","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",102
"TP_T_B3_R2","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",72
"TP_T_B3_R3","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",84
"TP_T_B3_R4","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",131
"TP_T_B3_R5","Actinoplanes atraurantiacus::Cluster_63","17/04/2023","metabarcoding","bacteria",115
"AF_C_B2_R2","Actinoplanes cyaneus::Cluster_384","17/04/2023","metabarcoding","bacteria",254
"AF_C_B2_R3","Actinoplanes cyaneus::Cluster_384","17/04/2023","metabarcoding","bacteria",95
"AF_C_B3_R1","Actinoplanes cyaneus::Cluster_384","17/04/2023","metabarcoding","bacteria",148
"AF_C_B3_R4","Actinoplanes cyaneus::Cluster_384","17/04/2023","metabarcoding","bacteria",73
"AF_T_B3_R2","Actinoplanes globisporus::Cluster_1526","17/04/2023","metabarcoding","bacteria",69
"AF_T_B3_R4","Actinoplanes globisporus::Cluster_1526","17/04/2023","metabarcoding","bacteria",77
"AF_C_B1_R1","Actinoplanes italicus::Cluster_322","17/04/2023","metabarcoding","bacteria",101
"AF_C_B1_R2","Actinoplanes italicus::Cluster_322","17/04/2023","metabarcoding","bacteria",157
"AF_C_B2_R1","Actinoplanes italicus::Cluster_322","17/04/2023","metabarcoding","bacteria",82
"AF_C_B2_R2","Actinoplanes italicus::Cluster_322","17/04/2023","metabarcoding","bacteria",143
"AF_C_B2_R3","Actinoplanes italicus::Cluster_322","17/04/2023","metabarcoding","bacteria",81
"MC_C_B1_R5","Actinoplanes italicus::Cluster_322","17/04/2023","metabarcoding","bacteria",61
"MC_C_B2_R5","Actinoplanes italicus::Cluster_322","17/04/2023","metabarcoding","bacteria",73
"AF_C_B1_R2","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",74
"AF_C_B1_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",115
"AF_C_B1_R4","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",80
"AF_C_B1_R5","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",101
"AF_C_B2_R1","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",77
"AF_C_B2_R2","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",259
"AF_C_B2_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",123
"AF_C_B2_R5","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",126
"AF_C_B3_R1","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",173
"AF_C_B3_R2","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",163
"AF_C_B3_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",163
"AF_C_B3_R4","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",201
"AF_T_B1_R1","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",86
"AF_T_B1_R2","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",86
"AF_T_B1_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",118
"AF_T_B1_R4","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",133
"AF_T_B1_R5","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",97
"AF_T_B2_R2","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",123
"AF_T_B2_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",84
"AF_T_B2_R5","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",80
"AF_T_B3_R2","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",73
"AF_T_B3_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",124
"AF_T_B3_R4","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",105
"AF_T_B3_R5","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",69
"MC_C_B1_R1","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",108
"MC_C_B1_R2","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",108
"MC_C_B1_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",120
"MC_C_B1_R4","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",91
"MC_C_B1_R5","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",61
"MC_C_B2_R1","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",78
"MC_C_B2_R2","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",104
"MC_C_B2_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",96
"MC_C_B2_R4","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",107
"MC_C_B2_R5","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",72
"MC_C_B3_R1","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",66
"TP_T_B1_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",107
"TP_T_B1_R4","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",65
"TP_T_B1_R5","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",82
"TP_T_B2_R2","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",96
"TP_T_B2_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",102
"TP_T_B2_R5","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",74
"TP_T_B3_R1","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",139
"TP_T_B3_R2","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",131
"TP_T_B3_R3","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",107
"TP_T_B3_R4","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",160
"TP_T_B3_R5","Actinoplanes nipponensis::Cluster_180","17/04/2023","metabarcoding","bacteria",127
"TP_T_B2_R2","Actinoplanes::Cluster_1265","17/04/2023","metabarcoding","bacteria",78
"AF_C_B2_R2","Actinoplanes::Cluster_1338","17/04/2023","metabarcoding","bacteria",78
"AF_C_B3_R1","Actinoplanes::Cluster_1338","17/04/2023","metabarcoding","bacteria",76
"AF_C_B3_R2","Actinoplanes::Cluster_1338","17/04/2023","metabarcoding","bacteria",59
"AF_C_B1_R5","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",63
"AF_C_B2_R1","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",79
"AF_C_B2_R2","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",239
"AF_C_B2_R3","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",74
"AF_C_B3_R2","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",100
"AF_C_B3_R3","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",103
"AF_C_B3_R4","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",90
"AF_C_B3_R5","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",72
"MC_C_B1_R1","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",82
"MC_C_B1_R2","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",77
"MC_C_B1_R4","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",64
"MC_C_B2_R4","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",90
"MC_C_B2_R5","Actinoplanes::Cluster_135","17/04/2023","metabarcoding","bacteria",131
"AF_C_B3_R5","Actinoplanes::Cluster_1456","17/04/2023","metabarcoding","bacteria",77
"AF_C_B1_R1","Actinoplanes::Cluster_146","17/04/2023","metabarcoding","bacteria",104
