"","kingdom","phylum","class","order","family","genus","species","abr_1_guild_level_2_AND","abr_2_guild_level_3_AND","abr_3_guild_level_4_AND","abr_4_guild_level_5_AND","abr_all_guild_level_AND","consumer","potential","interaction_matchName","resource_matchName"
"Xysticus","Metazoa","Arthropoda","Arachnida","Araneae","Thomisidae","Xysticus","unassigned","het_carnivoreANDhet_unassigned","car_predatorANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_una_una_una_una","secondary","auxil.","not observed","not observed"
"Zodarion","Metazoa","Arthropoda","Arachnida","Araneae","Zodariidae","Zodarion","unassigned","het_carnivoreANDhet_unassigned","car_predatorANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_una_una_una_una","secondary","auxil.","not observed","not observed"
"Alopecosa albofasciata","Metazoa","Arthropoda","Arachnida","Araneae","Lycosidae","Alopecosa","Alopecosa albofasciata","het_carnivoreANDhet_unassigned","car_predatorANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_una_una_una_una","secondary","auxil.","not observed","not observed"
"Anotylus","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Anotylus","unassigned","het_carnivoreANDhet_decomposerANDhet_microbivoreANDhet_unassigned","car_predatorANDdec_detritivoreANDmic_microphytophageANDuna_unassigned","det_unassignedANDmic_fungivoreANDpre_unassignedANDuna_unassigned","fun_unassignedANDuna_unassigned","het_car_pre_una_unaANDhet_dec_det_una_unaANDhet_mic_mic_fun_unaANDhet_una_una_una_una","secondary","auxil.","not observed","not observed"
"Aphodius","Metazoa","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","unassigned","het_decomposerANDhet_herbivoreANDhet_unassigned","dec_detritivoreANDher_unassignedANDuna_unassigned","det_unassignedANDuna_unassigned","una_unassigned","het_dec_det_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Arionidae","Metazoa","Mollusca","Gastropoda","Stylommatophora","Arionidae","unassigned","unassigned","het_carnivoreANDhet_microbivoreANDhet_unassigned","car_unassignedANDmic_microphytophageANDuna_unassigned","mic_fungivoreANDuna_unassigned","fun_unassignedANDuna_unassigned","het_car_una_una_unaANDhet_mic_mic_fun_unaANDhet_una_una_una_una","untargeted","any","not observed","not observed"
"Atomaria","Metazoa","Arthropoda","Insecta","Coleoptera","Cryptophagidae","Atomaria","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Cryptophagidae","Metazoa","Arthropoda","Insecta","Coleoptera","Cryptophagidae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Enchytraeidae","Metazoa","Annelida","Clitellata","Enchytraeida","Enchytraeidae","unassigned","unassigned","het_decomposerANDhet_microbivoreANDhet_unassigned","dec_detritivoreANDmic_microphytophageANDuna_unassigned","det_phytosaprophageANDmic_unassignedANDuna_unassigned","phy_unassignedANDuna_unassigned","het_dec_det_phy_unaANDhet_mic_mic_una_unaANDhet_una_una_una_una","untargeted","any","not observed","not observed"
"Harpalus attenuatus","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus attenuatus","het_carnivoreANDhet_herbivoreANDhet_unassigned","car_predatorANDher_unassignedANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Isopoda","Metazoa","Arthropoda","Malacostraca","Isopoda","unassigned","unassigned","unassigned","che_chemoheterotrophANDche_unassignedANDhet_unassignedANDmic_unassigned","che_unassignedANDuna_unassigned","una_unassigned","una_unassigned","che_che_una_una_unaANDche_una_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Julidae","Metazoa","Arthropoda","Diplopoda","Julida","Julidae","unassigned","unassigned","het_decomposerANDhet_unassigned","dec_detritivoreANDdec_geophageANDuna_unassigned","det_phytosaprophageANDgeo_unassignedANDuna_unassigned","phy_litter feederANDuna_unassigned","het_dec_det_phy_litANDhet_dec_geo_una_unaANDhet_una_una_una_una","untargeted","any","not observed","not observed"
"Oxypoda","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Oxypoda","unassigned","het_carnivoreANDhet_decomposerANDhet_microbivoreANDhet_unassigned","car_predatorANDdec_detritivoreANDmic_microphytophageANDuna_unassigned","det_unassignedANDmic_fungivoreANDpre_unassignedANDuna_unassigned","fun_unassignedANDuna_unassigned","het_car_pre_una_unaANDhet_dec_det_una_unaANDhet_mic_mic_fun_unaANDhet_una_una_una_una","secondary","auxil.","not observed","not observed"
"Porcellio laevis","Metazoa","Arthropoda","Malacostraca","Isopoda","Porcellionidae","Porcellio","Porcellio laevis","het_decomposerANDhet_unassigned","dec_detritivoreANDuna_unassigned","det_unassignedANDuna_unassigned","una_unassigned","het_dec_det_una_unaANDhet_una_una_una_una","untargeted","any","not observed","not observed"
"Psocoptera","Metazoa","Arthropoda","Insecta","Psocoptera","unassigned","unassigned","unassigned","che_chemoheterotrophANDche_unassignedANDhet_unassignedANDmic_unassigned","che_unassignedANDuna_unassigned","una_unassigned","una_unassigned","che_che_una_una_unaANDche_una_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Synema globosum","Metazoa","Arthropoda","Arachnida","Araneae","Thomisidae","Synema","Synema globosum","het_carnivoreANDhet_unassigned","car_predatorANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_una_una_una_una","secondary","auxil.","not observed","not observed"
"Agriolimacidae","Metazoa","Mollusca","Gastropoda","Stylommatophora","Agriolimacidae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Anchicera","Metazoa","Arthropoda","Insecta","Coleoptera","Cryptophagidae","Atomaria","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Anthicidae","Metazoa","Arthropoda","Insecta","Coleoptera","Anthicidae","unassigned","unassigned","het_carnivoreANDhet_decomposerANDhet_unassigned","car_predatorANDdec_detritivoreANDuna_unassigned","det_unassignedANDpre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_dec_det_una_unaANDhet_una_una_una_una","secondary","auxil.","not observed","not observed"
"Apidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Apidae","unassigned","unassigned","het_exudativoreANDhet_herbivoreANDhet_unassignedANDmic_unassigned","exu_plant exudate feederANDher_nectarivoreANDuna_unassigned","nec_unassignedANDpla_unassignedANDuna_unassigned","una_unassigned","het_exu_pla_una_unaANDhet_her_nec_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Apoidea","Metazoa","Arthropoda","Insecta","Hymenoptera","unassigned","unassigned","unassigned","che_chemoheterotrophANDche_unassignedANDhet_unassignedANDmic_unassigned","che_unassignedANDuna_unassigned","una_unassigned","una_unassigned","che_che_una_una_unaANDche_una_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Brachinus crepitans","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Brachinus","Brachinus crepitans","het_carnivoreANDhet_herbivoreANDhet_unassigned","car_predatorANDher_unassignedANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Camarota","Metazoa","Arthropoda","Insecta","Diptera","Chloropidae","Camarota","unassigned","het_carnivoreANDhet_decomposerANDhet_exudativoreANDhet_herbivoreANDhet_unassigned","car_predatorANDdec_detritivoreANDexu_plant exudate feederANDher_nectarivoreANDuna_unassigned","det_unassignedANDnec_unassignedANDpla_unassignedANDpre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_dec_det_una_unaANDhet_exu_pla_una_unaANDhet_her_nec_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Cucujoidea","Metazoa","Arthropoda","Insecta","Coleoptera","unassigned","unassigned","unassigned","che_chemoheterotrophANDche_unassignedANDhet_unassignedANDmic_unassigned","che_unassignedANDuna_unassigned","una_unassigned","una_unassigned","che_che_una_una_unaANDche_una_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Dermaptera","Metazoa","Arthropoda","Insecta","Dermaptera","unassigned","unassigned","unassigned","che_chemoheterotrophANDche_unassignedANDhet_unassignedANDmic_unassigned","che_unassignedANDuna_unassigned","una_unassigned","una_unassigned","che_che_una_una_unaANDche_una_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Formicidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Formicidae","unassigned","unassigned","het_carnivoreANDhet_exudativoreANDhet_herbivoreANDhet_unassignedANDmic_unassigned","car_predatorANDexu_plant exudate feederANDher_nectarivoreANDuna_unassigned","nec_unassignedANDpla_unassignedANDpre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_exu_pla_una_unaANDhet_her_nec_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Gastrophysa","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Gastrophysa","unassigned","het_herbivoreANDhet_unassigned","her_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Harpalus decipiens","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus decipiens","het_carnivoreANDhet_herbivoreANDhet_unassigned","car_predatorANDher_unassignedANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Harpalus luteicornis","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalus","Harpalus luteicornis","het_carnivoreANDhet_herbivoreANDhet_unassigned","car_predatorANDher_unassignedANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Odiellus troguloides","Metazoa","Arthropoda","Arachnida","Opiliones","Phalangiidae","Odiellus","Odiellus troguloides","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Pangus scaritides","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Pangus","Pangus scaritides","het_carnivoreANDhet_herbivoreANDhet_unassigned","car_predatorANDher_unassignedANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Priocnemis propinqua","Metazoa","Arthropoda","Insecta","Hymenoptera","Pompilidae","Priocnemis","Priocnemis propinqua","het_exudativoreANDhet_herbivoreANDhet_parasitoidANDhet_unassignedANDmic_unassigned","exu_plant exudate feederANDher_nectarivoreANDpar_unassignedANDuna_unassigned","nec_unassignedANDpla_unassignedANDuna_unassigned","una_unassigned","het_exu_pla_una_unaANDhet_her_nec_una_unaANDhet_par_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Rhyzobius chrysomeloides","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Rhyzobius","Rhyzobius chrysomeloides","het_carnivoreANDhet_herbivoreANDhet_unassigned","car_predatorANDher_unassignedANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Scymnus frontalis","Metazoa","Arthropoda","Insecta","Coleoptera","Coccinellidae","Scymnus","Scymnus frontalis","het_carnivoreANDhet_herbivoreANDhet_unassigned","car_predatorANDher_unassignedANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Sepedophilus","Metazoa","Arthropoda","Insecta","Coleoptera","Staphylinidae","Sepedophilus","unassigned","het_carnivoreANDhet_decomposerANDhet_microbivoreANDhet_unassigned","car_predatorANDdec_detritivoreANDmic_microphytophageANDuna_unassigned","det_unassignedANDmic_fungivoreANDpre_unassignedANDuna_unassigned","fun_unassignedANDuna_unassigned","het_car_pre_una_unaANDhet_dec_det_una_unaANDhet_mic_mic_fun_unaANDhet_una_una_una_una","secondary","auxil.","not observed","not observed"
"thripidae","Metazoa","Arthropoda","Insecta","Thysanoptera","Thripidae","unassigned","unassigned","het_carnivoreANDhet_herbivoreANDhet_unassigned","car_predatorANDher_unassignedANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Tychius medicaginis","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Tychius","Tychius medicaginis","het_decomposerANDhet_herbivoreANDhet_unassigned","dec_detritivoreANDher_unassignedANDuna_unassigned","det_unassignedANDuna_unassigned","una_unassigned","het_dec_det_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Alysiini","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","unassigned","unassigned","het_exudativoreANDhet_herbivoreANDhet_parasitoidANDhet_unassigned","exu_plant exudate feederANDher_nectarivoreANDpar_unassignedANDuna_unassigned","nec_unassignedANDpla_unassignedANDuna_unassigned","una_unassigned","het_exu_pla_una_unaANDhet_her_nec_una_unaANDhet_par_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Amara aenea","Metazoa","Arthropoda","Insecta","Coleoptera","Carabidae","Amara","Amara aenea","het_carnivoreANDhet_herbivoreANDhet_unassigned","car_predatorANDher_unassignedANDuna_unassigned","pre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Ametastegia glabrata","Metazoa","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Ametastegia","Ametastegia glabrata","het_carnivoreANDhet_exudativoreANDhet_herbivoreANDhet_unassigned","car_predatorANDexu_plant exudate feederANDher_nectarivoreANDuna_unassigned","nec_unassignedANDpla_unassignedANDpre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_exu_pla_una_unaANDhet_her_nec_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Ancistrocerus","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Ancistrocerus","unassigned","het_carnivoreANDhet_exudativoreANDhet_herbivoreANDhet_unassignedANDmic_unassigned","car_predatorANDexu_plant exudate feederANDher_nectarivoreANDuna_unassigned","nec_unassignedANDpla_unassignedANDpre_unassignedANDuna_unassigned","una_unassigned","het_car_pre_una_unaANDhet_exu_pla_una_unaANDhet_her_nec_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Andrenidae","Metazoa","Arthropoda","Insecta","Hymenoptera","Andrenidae","unassigned","unassigned","het_exudativoreANDhet_herbivoreANDhet_unassignedANDmic_unassigned","exu_plant exudate feederANDher_nectarivoreANDuna_unassigned","nec_unassignedANDpla_unassignedANDuna_unassigned","una_unassigned","het_exu_pla_una_unaANDhet_her_nec_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Anthophila","Metazoa","Arthropoda","Insecta","Lepidoptera","Choreutidae","Anthophila","unassigned","het_exudativoreANDhet_herbivoreANDhet_unassigned","exu_plant exudate feederANDher_nectarivoreANDuna_unassigned","nec_unassignedANDpla_unassignedANDuna_unassigned","una_unassigned","het_exu_pla_una_unaANDhet_her_nec_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
"Aphididae","Metazoa","Arthropoda","Insecta","Hemiptera","Aphididae","unassigned","unassigned","het_herbivoreANDhet_unassigned","her_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_her_una_una_unaANDhet_una_una_una_una","primary","bioag. and auxil.","not observed","not observed"
